"acra" "numa" "acrb" "numb" "year" "expab" "impab" "Population" "source_trade" "source_pop" "source_gdp" "GDP" "tradeop" "ln.tradeop" "GDPpC" "ln.GDPpC" "PolitySC2" "outFDI" "inFDI" "outFDIstock" "inFDIstock" "source_FDI" "emig_ab" "immig_ba" "source_emig" "source_immig" "credit" "debit" "source_serv" "Distance" "ECOfreq" "PMfreq" "CAPfreq" "SERfreq" "ECOcum" "PMcum" "CAPcum" "SERcum" "crisis" "bankcrisis" "currcrisis" "debtcrisis" "globcrisis" "domcrisis" "HId" "LMId" "refugeecrisis" "contiguity" "bordercontrols" "EU_memb" "acra-bt-id" "acra-b-id" "ln.migop" "ln.capop" "ln.servop"
"3442" "POL" 390 "LAT" 366 2012 1267 374 38063164 1 2 4 886447.311046512 1851.20985708974 7.52359468112799 23.2888498456542 3.14797469863449 10 4 9 37 42 "UNC-14" NA 83 "OECD" "OECD" 48080.9615915999 58384.4524270056 "EStat" 664.8 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 70 75 NA 3.7460003297118 -2.11940150753679
"3443" "POL" 390 "LAT" 366 2013 1733 402 38040196 1 2 4 914765.140503876 2333.93240020492 7.75530984936148 24.047329842987 3.18002396514839 10 NA NA NA NA NA 163 68 "OECD" "OECD" NA NA "EStat" 664.8 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 70 75 -12.0117362375775 NA NA
"3444" "POL" 390 "LAT" 366 2014 2151 487 38011735 1 2 4 941400.072674419 2802.20925892402 7.93816340609412 24.7660379794403 3.2094732783232 10 NA NA NA NA NA NA 68 "OECD" "OECD" NA NA "EStat" 664.8 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 70 75 NA NA NA
"3445" "POL" 390 "LAT" 366 2015 1623 427 37999494 1 2 4 967562.301356589 2118.72661546007 7.65857053411685 25.4625048785278 3.23720697314948 10 NA NA NA NA NA NA NA NA NA NA NA "EStat" 664.8 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 1 0 0 1 70 75 NA NA NA
"3495" "POL" 290 "LIT" 368 2000 562 278 38258629 1 2 4 507553.264341085 1654.99871445119 7.41155551104421 13.266373563493 2.58523253017418 9 NA NA NA NA NA NA 164 "OECD" "OECD" NA NA "EStat" 513.9 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 1 1 0 70 76 NA NA NA
"3496" "POL" 835 "LIT" 710 2001 757 278 38248076 1 2 4 517407.642926357 2000.35699926318 7.60108094324451 13.5276776517166 2.60473778308327 9 4 NA 20 -1 "UNC-14" NA 247 "OECD" "OECD" NA NA "EStat" 513.9 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 1 1 0 70 76 NA NA NA
"3497" "POL" 835 "LIT" 710 2002 933 191 38230364 1 2 4 534035.549903101 2104.72879605851 7.6519418998392 13.9688847823448 2.63683234061524 10 2 2 23 2 "UNC-14" NA 354 "OECD" "OECD" NA NA "EStat" 513.9 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 0 0 0 1 1 0 70 76 NA 0.776528789498996 NA
"3498" "POL" 835 "LIT" 710 2003 1327 304 38204570 1 2 4 530639.232073643 3073.65136502694 8.03062150355703 13.88941773389 2.63112723608126 10 2 2 37 -1 "UNC-14" NA 316 "OECD" "OECD" 60270.3325043751 118721.838445243 "EStat" 513.9 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 0 0 0 1 0 0 70 76 NA NA -1.08674031087352
"3499" "POL" 835 "LIT" 710 2004 1250 476 38182222 1 2 4 557421.935562016 3096.39770142841 8.03799468299351 14.5989915296709 2.68095245301841 10 8 -1 46 -1 "UNC-14" NA 391 "OECD" "OECD" 56808.694851248 84665.8377083909 "EStat" 513.9 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA NA -1.37120274865808
"3500" "POL" 390 "LIT" 366 2005 1232 703 38165445 1 2 4 566304.6875 3416.8885455323 8.13648563394572 14.8381523522128 2.69720172542003 10 17 4 69 8 "UNC-14" NA 307 "OECD" "OECD" 114519.019987105 112955.236253109 "EStat" 513.9 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA 2.11677921211748 -0.912095177895975
"3501" "POL" 390 "LIT" 366 2006 1650 811 38141267 1 2 4 599794.694767442 4103.07063645203 8.3194909081 15.7256101316047 2.75529060193585 10 2370 88 757 25 "UNC-14" NA 147 "OECD" "OECD" 202169.936446532 189203.463203463 "EStat" 513.9 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA 3.34098823935219 -0.42692533068003
"3502" "POL" 390 "LIT" 366 2007 2293 1004 38120560 1 2 4 663444.222383721 4969.52100683619 8.511078737552 17.4038425034606 2.85669101537257 10 480 24 1152 48 "UNC-14" NA 245 "OECD" "OECD" 303676.982591876 400022.10555402 "EStat" 513.9 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA 3.88027430711357 0.0589060486702971
"3503" "POL" 390 "LIT" 366 2008 2773 1223 38125759 1 2 4 687017.623546512 5816.44467775355 8.66844447395113 18.0197756468668 2.89146980187332 10 -102 -64 1053 -17 "UNC-14" NA 162 "OECD" "OECD" 340100.211844893 429790.273556231 "EStat" 513.9 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA NA 0.113888333181309
"3504" "POL" 390 "LIT" 366 2009 1666 862 38151603 1 2 4 734223.534399225 3443.09312022874 8.14412550921987 19.244893442596 2.95724574983267 10 164 8 1234 -14 "UNC-14" NA 191 "OECD" "OECD" 264941.604494796 175851.432255688 "EStat" 513.9 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA NA -0.510238064160623
"3505" "POL" 390 "LIT" 366 2010 1789 1053 38042794 1 2 4 786867.126937984 3611.79149910527 8.19195918837055 20.6837365031071 3.02934771528764 10 168 24 2178 3 "UNC-14" NA 212 "OECD" "OECD" 234299.346044027 150523.164778484 "EStat" 513.9 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA 1.12757358880731 -0.715277182129641
"3506" "POL" 390 "LIT" 366 2011 2661 1522 38063255 1 2 4 838135.961724806 4990.83703721741 8.51535891760763 22.0195556508451 3.09193095174693 10 370 -19 2470 -34 "UNC-14" NA 188 "OECD" "OECD" 249124.159528415 177537.349175647 "EStat" 513.9 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA NA -0.675189353619075
"3507" "POL" 390 "LIT" 366 2012 2949 1214 38063164 1 2 4 886447.311046512 4696.27461003327 8.45452483723288 23.2888498456542 3.14797469863449 10 55 12 2475 55 "UNC-14" NA 213 "OECD" "OECD" 276950.170396979 330800.128949065 "EStat" 513.9 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA 4.00782525881842 -0.377457583200129
"3508" "POL" 390 "LIT" 366 2013 3119 1499 38040196 1 2 4 914765.140503876 5048.2903157594 8.52680491361319 24.047329842987 3.18002396514839 10 NA NA NA NA NA NA 243 "OECD" "OECD" NA NA "EStat" 513.9 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA NA NA
"3509" "POL" 390 "LIT" 366 2014 3102 1567 38011735 1 2 4 941400.072674419 4959.63420391063 8.5090872677878 24.7660379794403 3.2094732783232 10 NA NA NA NA NA NA 242 "OECD" "OECD" NA NA "EStat" 513.9 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 1 0 1 70 76 NA NA NA
"3510" "POL" 390 "LIT" 366 2015 2769 1214 37999494 1 2 4 967562.301356589 4116.53078506217 8.32276604516604 25.4625048785278 3.23720697314948 10 NA NA NA NA NA NA NA NA NA NA NA "EStat" 513.9 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 1 1 0 1 70 76 NA NA NA
"3560" "POL" 290 "RUS" 365 2000 862 4619 38258629 1 2 4 507553.264341085 10798.866611794 9.28719646425296 13.266373563493 2.58523253017418 9 NA NA NA NA NA NA 1139 "OECD" "OECD" NA NA "EStat" 2067.1 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 1 1 0 70 77 NA NA NA
"3561" "POL" 835 "RUS" 710 2001 1059 4422 38248076 1 2 4 517407.642926357 10593.1948917502 9.26796708259115 13.5276776517166 2.60473778308327 9 6 38 6 1376 "UNC-14" NA 1639 "OECD" "OECD" NA NA "EStat" 2067.1 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 1 1 0 70 77 NA 7.23225132455663 NA
"3562" "POL" 835 "RUS" 710 2002 1332 4407 38230364 1 2 4 534035.549903101 10746.4755877045 9.28233312749393 13.9688847823448 2.63683234061524 10 3 -39 8 1369 "UNC-14" NA 1984 "OECD" "OECD" NA NA "EStat" 2067.1 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 0 0 0 1 1 0 70 77 NA 7.21854334014839 NA
"3563" "POL" 835 "RUS" 710 2003 1512 5215 38204570 1 2 4 530639.232073643 12677.1629261411 9.44755745896162 13.88941773389 2.63112723608126 10 30 -87 54 1222 "UNC-14" NA 2059 "OECD" "OECD" NA NA "EStat" 2067.1 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 0 0 0 1 0 0 70 77 NA 7.10737997303005 NA
"3564" "POL" 835 "RUS" 710 2004 2843 6391 38182222 1 2 4 557421.935562016 16565.5483053244 9.71508041441707 14.5989915296709 2.68095245301841 10 33 -689 94 609 "UNC-14" NA 2063 "OECD" "OECD" NA NA "EStat" 2067.1 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA 6.40029278786657 NA
"3565" "POL" 390 "RUS" 366 2005 3958 8775 38165445 1 2 4 566304.6875 22484.3627133141 10.0205753560553 14.8381523522128 2.69720172542003 10 126 35 197 639 "UNC-14" NA 1852 "OECD" "OECD" NA NA "EStat" 2067.1 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA 6.46118260258649 NA
"3566" "POL" 390 "RUS" 366 2006 4756 12147 38141267 1 2 4 599794.694767442 28181.3096172079 10.2464142576591 15.7256101316047 2.75529060193585 10 76 -40 281 660 "UNC-14" NA 1782 "OECD" "OECD" NA NA "EStat" 2067.1 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA 6.49243392812107 NA
"3567" "POL" 390 "RUS" 366 2007 6506 14398 38120560 1 2 4 663444.222383721 31508.3006147721 10.3580063016807 17.4038425034606 2.85669101537257 10 320 -335 579 409 "UNC-14" NA 1618 "OECD" "OECD" NA NA "EStat" 2067.1 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA 6.01365181238443 NA
"3568" "POL" 390 "RUS" 366 2008 8925 20239 38125759 1 2 4 687017.623546512 42450.1482937949 10.656085685109 18.0197756468668 2.89146980187332 10 194 -27 697 257 "UNC-14" NA 1806 "OECD" "OECD" NA NA "EStat" 2067.1 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA 5.55000793960449 NA
"3569" "POL" 390 "RUS" 366 2009 5027 12693 38151603 1 2 4 734223.534399225 24134.3394345147 10.0913909781122 19.244893442596 2.95724574983267 10 104 -94 782 169 "UNC-14" NA 1567 "OECD" "OECD" NA NA "EStat" 2067.1 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA 5.12997437906512 NA
"3570" "POL" 390 "RUS" 366 2010 6222 12693 38042794 1 2 4 786867.126937984 24038.3660118143 10.0874064167806 20.6837365031071 3.02934771528764 10 -222 -30 1024 53 "UNC-14" NA 1604 "OECD" "OECD" NA NA "EStat" 2067.1 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA 3.96563782174715 NA
"3571" "POL" 390 "RUS" 366 2011 7636 20519 38063255 1 2 4 838135.961724806 33592.4018127794 10.4220551838542 22.0195556508451 3.09193095174693 10 185 27 1188 77 "UNC-14" NA 1620 "OECD" "OECD" NA NA "EStat" 2067.1 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA 4.34612028825395 NA
"3572" "POL" 390 "RUS" 366 2012 9216 22761 38063164 1 2 4 886447.311046512 36073.2099940029 10.4933057633951 23.2888498456542 3.14797469863449 10 192 25 1414 675 "UNC-14" NA 1871 "OECD" "OECD" NA NA "EStat" 2067.1 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA 6.5149400211 NA
"3573" "POL" 390 "RUS" 366 2013 10222 20609 38040196 1 2 4 914765.140503876 33703.7329417882 10.4253638799919 24.047329842987 3.18002396514839 10 NA NA NA NA NA NA 1894 "OECD" "OECD" NA NA "EStat" 2067.1 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA NA NA
"3574" "POL" 390 "RUS" 366 2014 8706 19153 38011735 1 2 4 941400.072674419 29593.1568401684 10.295298425752 24.7660379794403 3.2094732783232 10 NA NA NA NA NA NA 1113 "OECD" "OECD" NA NA "EStat" 2067.1 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 1 0 1 70 77 NA NA NA
"3575" "POL" 390 "RUS" 366 2015 5694 14003 37999494 1 2 4 967562.301356589 20357.3454364473 9.92119708085009 25.4625048785278 3.23720697314948 10 NA NA NA NA NA NA NA NA NA NA NA "EStat" 2067.1 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 1 1 0 1 70 77 NA NA NA
"3625" "POL" 290 "SWD" 380 2000 861 1406 38258629 1 2 4 507553.264341085 4466.52629245338 8.40436626971438 13.266373563493 2.58523253017418 9 NA NA NA NA NA 649 205 "OECD" "OECD" 160782.352399374 256626.968775905 "EStat" 848.3 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 70 78 -10.7099484937768 NA -0.195534333864333
"3626" "POL" 835 "SWD" 710 2001 984 1351 38248076 1 2 4 517407.642926357 4512.88269882079 8.41469140764804 13.5276776517166 2.60473778308327 9 -1 25 NA 1235 "UNC-14" 809 291 "OECD" "OECD" 182031.131988579 220068.435110988 "EStat" 848.3 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 0 0 0 0 1 0 70 78 -10.4565383575316 NA -0.252131304133389
"3627" "POL" 835 "SWD" 710 2002 1329 1458 38230364 1 2 4 534035.549903101 5218.75369627676 8.56001389686752 13.9688847823448 2.63683234061524 10 NA -34 NA 1700 "UNC-14" 1065 478 "OECD" "OECD" 191218.660771852 182460.992907801 "EStat" 848.3 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 0 0 0 0 1 0 70 78 -10.1176567745824 NA -0.357063520186349
"3628" "POL" 835 "SWD" 710 2003 1933 1778 38204570 1 2 4 530639.232073643 6993.45200221641 8.85272956199661 13.88941773389 2.63112723608126 10 NA 89 1 2297 "UNC-14" 1017 336 "OECD" "OECD" 176112.462006079 201178.502348715 "EStat" 848.3 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 0 0 0 0 0 0 70 78 -10.2483860717584 NA -0.341065699534385
"3629" "POL" 835 "SWD" 710 2004 2577 2381 38182222 1 2 4 557421.935562016 8894.51900560953 9.09319052394527 14.5989915296709 2.68095245301841 10 12 615 13 3486 "UNC-14" 2458 443 "OECD" "OECD" 252618.126554297 252355.899419729 "EStat" 848.3 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -9.48506978845646 8.17025095047345 -0.0988154733942025
"3630" "POL" 390 "SWD" 366 2005 2749 2598 38165445 1 2 4 566304.6875 9441.91372246058 9.15291396343057 14.8381523522128 2.69720172542003 10 299 567 304 3750 "UNC-14" 3420 425 "OECD" "OECD" 249739.614994934 332686.009026435 "EStat" 848.3 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -9.2029122011048 8.23027047969991 0.028069242703763
"3631" "POL" 390 "SWD" 366 2006 3559 3268 38141267 1 2 4 599794.694767442 11382.2280516286 9.33980847512722 15.7256101316047 2.75529060193585 10 72 345 417 4810 "UNC-14" 6347 186 "OECD" "OECD" 302114.396242056 356973.749654601 "EStat" 848.3 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -8.67218584246087 8.47866024169945 0.0942698613357093
"3632" "POL" 390 "SWD" 366 2007 4516 4419 38120560 1 2 4 663444.222383721 13467.5978756692 9.50804192207379 17.4038425034606 2.85669101537257 10 59 1082 567 6712 "UNC-14" 7525 305 "OECD" "OECD" 512992.907801418 442056.277056277 "EStat" 848.3 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -8.49054653810873 8.81195201633469 0.364318057121442
"3633" "POL" 390 "SWD" 366 2008 5425 5008 38125759 1 2 4 687017.623546512 15185.9277585092 9.62812447265066 18.0197756468668 2.89146980187332 10 -286 1623 259 7576 "UNC-14" 6970 199 "OECD" "OECD" 548929.999078935 551918.6699825 "EStat" 848.3 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -8.57887924703753 8.93342178643064 0.471476733849085
"3634" "POL" 390 "SWD" 366 2009 3663 3282 38151603 1 2 4 734223.534399225 9458.97219936258 9.15471900914157 19.244893442596 2.95724574983267 10 12 1298 256 9223 "UNC-14" 5167 201 "OECD" "OECD" 433214.792299899 427126.093764392 "EStat" 848.3 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -8.8688676545091 9.13001031833525 0.158515164825605
"3635" "POL" 390 "SWD" 366 2010 4444 3844 38042794 1 2 4 786867.126937984 10532.9091993612 9.26225984421277 20.6837365031071 3.02934771528764 10 -126 1398 1250 8274 "UNC-14" 4414 257 "OECD" "OECD" 447701.943446624 575133.554388874 "EStat" 848.3 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -9.00509378144316 9.02099632713122 0.262274550072832
"3636" "POL" 390 "SWD" 366 2011 5393 4896 38063255 1 2 4 838135.961724806 12276.0512254195 9.41540558854125 22.0195556508451 3.09193095174693 10 -218 3636 31 11895 "UNC-14" 4403 298 "OECD" "OECD" NA 684631.942525559 "EStat" 848.3 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -8.99922940800992 9.39310000484381 NA
"3637" "POL" 390 "SWD" 366 2012 4970 4642 38063164 1 2 4 886447.311046512 10843.2840623684 9.29130118689426 23.2888498456542 3.14797469863449 10 -628 -1160 -546 11031 "UNC-14" 4433 298 "OECD" "OECD" 754271.806207976 600198.397347333 "EStat" 848.3 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -8.99286567264287 9.30876159158974 0.423943974225485
"3638" "POL" 390 "SWD" 366 2013 5564 5003 38040196 1 2 4 914765.140503876 11551.598910054 9.35457914013978 24.047329842987 3.18002396514839 10 NA NA NA NA NA 4611 312 "OECD" "OECD" NA NA "EStat" 848.3 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -8.95248056834107 NA NA
"3639" "POL" 390 "SWD" 366 2014 6207 5298 38011735 1 2 4 941400.072674419 12221.1590310541 9.41092407528633 24.7660379794403 3.2094732783232 10 NA NA NA NA NA 5058 313 "OECD" "OECD" NA NA "EStat" 848.3 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 0 0 0 1 70 78 -8.86463609590089 NA NA
"3640" "POL" 390 "SWD" 366 2015 5453 4794 37999494 1 2 4 967562.301356589 10590.5325017655 9.26771572078412 25.4625048785278 3.23720697314948 10 NA NA NA NA NA NA NA NA NA NA NA "EStat" 848.3 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 0 0 1 0 0 1 70 78 NA NA NA
"3690" "RUS" 365 "DEN" 390 2000 419 345 146596557 1 2 4 1491806.80717054 512.130656816784 6.23857978157959 10.1762745162599 2.32005898306762 6 NA NA NA NA NA 388 NA "OECD" "OECD" 83372.6627981947 213651.653311228 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA -1.61392927869543
"3691" "RUS" 835 "DEN" 710 2001 327 494 145976083 1 2 4 1431789.60755814 573.408268691224 6.35159797380435 9.80838489520328 2.28323762140952 6 NA NA NA NA "UNC-14" 448 NA "OECD" "OECD" 131755.365202174 301430.689877498 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA -1.19551309051164
"3692" "RUS" 835 "DEN" 710 2002 414 511 145306046 1 2 4 1458658.43023256 634.1443485522 6.45227660762669 10.0385253772067 2.30643022869621 6 NA NA NA NA "UNC-14" 408 NA "OECD" "OECD" 114090.356452059 311814.405452703 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA -1.23105665119642
"3693" "RUS" 835 "DEN" 710 2003 205 603 144648257 1 2 4 1563956.51647287 516.63840489776 6.24734321955119 10.8121352369484 2.38066913637782 6 NA NA NA NA "UNC-14" 338 NA "OECD" "OECD" 121499.769733812 285862.300819748 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA -1.34527171973663
"3694" "RUS" 835 "DEN" 710 2004 518 716 144067054 1 2 4 1745434.22965116 706.987395478444 6.56101283756006 12.1154294558641 2.49447980191624 6 NA NA NA NA "UNC-14" 376 NA "OECD" "OECD" 115072.211476467 312547.204568481 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA -1.40652506073991
"3695" "RUS" 390 "DEN" 366 2005 725 920 143518523 1 2 4 1949518.53197674 843.798082971813 6.73791322778888 13.583741605094 2.6088736073838 6 NA NA NA NA "UNC-14" 374 NA "OECD" "OECD" 338399.92631482 307227.226674035 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA -1.1051155397885
"3696" "RUS" 390 "DEN" 366 2006 932 1345 143049528 1 2 4 2215654.3120155 1027.68739132807 6.9350663057303 15.4887215847053 2.74011211937052 6 NA NA NA NA "UNC-14" 247 NA "OECD" "OECD" 435348.530901722 342402.781615548 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA -1.04689621595678
"3697" "RUS" 390 "DEN" 366 2007 1083 1596 142805088 1 2 4 2505141.23062016 1069.40078557439 6.97485375710796 17.5423807772182 2.86461971189594 4 -15 126 NA NA "UNC-14" 339 NA "OECD" "OECD" 510575.389149857 378311.135672838 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA -1.03613080767104
"3698" "RUS" 390 "DEN" 366 2008 1852 1825 142742350 1 2 4 2767030.76550388 1328.86126379242 7.19207766183626 19.3847920081453 2.96448884153968 4 16 77 NA NA "UNC-14" 431 NA "OECD" "OECD" 612985.262963986 505708.02247398 "EStat" 2379.3 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 80 81 NA NA -0.905613524723689
"3699" "RUS" 390 "DEN" 366 2009 1794 1373 142785342 1 2 4 2485946.46317829 1273.96146574733 7.14988658900852 17.4103758015882 2.85706633893417 4 48 199 92 930 "UNC-14" 400 NA "OECD" "OECD" 544485.309017224 385127.843787418 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA 6.83806729018072 -0.983640201628471
"3700" "RUS" 390 "DEN" 366 2010 1564 1708 142849449 1 2 4 2802934.35077519 1167.34806831815 7.06248984687199 19.6215972157876 2.9766308583563 4 -4 168 85 1419 "UNC-14" 363 NA "OECD" "OECD" 806798.655245464 378799.66841669 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA 7.25906645182082 -0.860419289207148
"3701" "RUS" 390 "DEN" 366 2011 1871 2028 142960868 1 2 4 3170545.78488372 1229.75672472208 7.11457164402568 22.1777177855672 3.09908808147789 4 389 -11 406 997 "UNC-14" 388 NA "OECD" "OECD" 1037381.32080685 500610.75803629 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA 6.905684170199 -0.723426024183778
"3702" "RUS" 390 "DEN" 366 2012 1842 2043 143201676 1 2 4 3279386.14341085 1184.67293270906 7.07722200931983 22.9004731998448 3.13115757409538 4 215 38 626 924 "UNC-14" 371 NA "OECD" "OECD" 1048637.92944644 507026.342451874 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA 6.82914937141764 -0.745753614567514
"3703" "RUS" 390 "DEN" 366 2013 1480 2178 143506911 1 2 4 3293774.46705426 1110.57998554208 7.0126376673432 22.9520267985858 3.133406246271 4 NA NA NA NA NA 495 NA "OECD" "OECD" 851340.14921249 580731.325412176 "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA -0.832912181867353
"3704" "RUS" 390 "DEN" 366 2014 2901 1605 143819569 1 2 4 3341007.0251938 1348.69515868157 7.2068928548979 23.2305453870036 3.14546802420812 4 NA NA NA NA NA 387 NA "OECD" "OECD" NA NA "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 80 81 NA NA NA
"3705" "RUS" 390 "DEN" 366 2015 1944 874 144096812 1 2 4 3486261.14341085 808.3158099978 6.69495283611526 24.1938811485354 3.18609975609009 4 NA NA NA NA NA NA NA NA NA NA NA "EStat" 2379.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 80 81 NA NA NA
"3755" "RUS" 365 "EST" 366 2000 1235 97 146596557 1 2 4 1491806.80717054 892.877009005179 6.7944488435134 10.1762745162599 2.32005898306762 6 NA NA NA NA NA NA NA "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 80 82 NA NA NA
"3756" "RUS" 835 "EST" 710 2001 1237 102 145976083 1 2 4 1431789.60755814 935.193266476917 6.8407532100431 9.80838489520328 2.28323762140952 6 NA NA NA NA "UNC-14" NA NA "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 80 82 NA NA NA
"3757" "RUS" 835 "EST" 710 2002 1662 104 145306046 1 2 4 1458658.43023256 1210.70153464128 7.09895525127817 10.0385253772067 2.30643022869621 6 NA NA NA NA "UNC-14" NA NA "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 80 82 NA NA NA
